"lon","lat","beta.mean","beta.sd","n.members"
171.25,57.9581146240234,0.00416358068549983,0.0194061132610925,20
171.25,58.9005279541016,0.0032059771151427,0.0177246618271687,20
171.25,59.8429260253906,0.00195818765641865,0.0168611429331206,20
171.25,60.7853393554688,0.00175965379683164,0.0167121915170123,20
172.5,20.2617797851562,0.00506058069589629,0.0265319586104387,20
172.5,21.2041854858398,0.00462317084416126,0.0250749450136111,20
172.5,22.146598815918,0.00376987018429708,0.0236967526772735,20
172.5,23.0890045166016,0.00311949953708492,0.0222940614733687,20
172.5,24.0314178466797,0.00348686184468389,0.0201128133577924,20
172.5,24.9738235473633,0.00415966780636401,0.0167024745277533,20
172.5,25.9162292480469,0.0040856151042496,0.0136686000851081,20
